Quarter,Month,Region,State,Manager,Salesperson,Category,Subcategory,Quantity,Unit Prize,Discount,Sales
3,September,North,Wisconsin,Bailey,Blakely,Business,Mens,130,10, 5 ," 1,300 "
3,September,North,Wisconsin,Bailey,Blakely,Casual,Womens,180,8, 9 ," 1,440 "
3,September,North,Wisconsin,Bailey,Blakely,Business,Womens,120,5, 6 , 600 
3,September,North,Wisconsin,Bailey,Chandler,Casual,Mens,90,8, 10 , 720 
3,September,North,Wisconsin,Bailey,Chandler,Business,Mens,190,5, 6 , 950 
3,September,North,Wisconsin,Bailey,Chandler,Casual,Womens,60,8, 10 , 480 
3,September,North,Wisconsin,Bailey,Chandler,Business,Womens,110,10, 9 ," 1,100 "
3,September,North,Wisconsin,Bailey,Denton,Casual,Mens,60,10, 8 , 600 
3,September,North,Wisconsin,Bailey,Denton,Business,Mens,130,6, 7 , 780 
3,September,North,Wisconsin,Bailey,Denton,Casual,Womens,60,9, 9 , 540 
3,September,North,Wisconsin,Bailey,Denton,Business,Womens,50,6, 10 , 300 
4,October,North,Wisconsin,Bailey,Ashley,Casual,Mens,190,9, 8 ," 1,710 "
4,October,North,Wisconsin,Bailey,Ashley,Business,Mens,160,6, 8 , 960 
4,October,North,Wisconsin,Bailey,Ashley,Casual,Womens,190,10, 9 ," 1,900 "
4,October,North,Wisconsin,Bailey,Ashley,Business,Womens,80,5, 8 , 400 
4,October,North,Wisconsin,Bailey,Blakely,Casual,Mens,110,5, 5 , 550 
4,October,North,Wisconsin,Bailey,Blakely,Business,Mens,140,5, 10 , 700 
4,October,North,Wisconsin,Bailey,Blakely,Casual,Womens,90,5, 9 , 450 
4,October,North,Wisconsin,Bailey,Blakely,Business,Womens,50,9, 6 , 450 
4,October,North,Wisconsin,Bailey,Chandler,Casual,Mens,150,8, 9 ," 1,200 "
4,October,North,Wisconsin,Bailey,Chandler,Business,Mens,170,5, 6 , 850 
4,October,North,Wisconsin,Bailey,Chandler,Casual,Womens,110,6, 9 , 660 
4,October,North,Wisconsin,Bailey,Chandler,Business,Womens,80,5, 7 , 400 
4,October,North,Wisconsin,Bailey,Denton,Casual,Mens,120,8, 8 , 960 
4,October,North,Wisconsin,Bailey,Denton,Business,Mens,130,5, 5 , 650 
4,October,North,Wisconsin,Bailey,Denton,Casual,Womens,160,6, 9 , 960 
4,October,North,Wisconsin,Bailey,Denton,Business,Womens,140,9, 9 ," 1,260 "
4,November,North,Wisconsin,Bailey,Ashley,Casual,Mens,120,10, 5 ," 1,200 "
4,November,North,Wisconsin,Bailey,Ashley,Business,Mens,110,7, 9 , 770 
4,November,North,Wisconsin,Bailey,Ashley,Casual,Womens,150,8, 8 ," 1,200 "
4,November,North,Wisconsin,Bailey,Ashley,Business,Womens,150,7, 10 ," 1,050 "
4,November,North,Wisconsin,Bailey,Blakely,Casual,Mens,120,6, 10 , 720 
4,November,North,Wisconsin,Bailey,Blakely,Business,Mens,110,5, 8 , 550 
4,November,North,Wisconsin,Bailey,Blakely,Casual,Womens,130,8, 5 ," 1,040 "
4,November,North,Wisconsin,Bailey,Blakely,Business,Womens,70,8, 6 , 560 
4,November,North,Wisconsin,Bailey,Chandler,Casual,Mens,160,8, 10 ," 1,280 "
4,November,North,Wisconsin,Bailey,Chandler,Business,Mens,50,8, 9 , 400 
4,November,North,Wisconsin,Bailey,Chandler,Casual,Womens,180,10, 6 ," 1,800 "
4,November,North,Wisconsin,Bailey,Chandler,Business,Womens,170,6, 7 ," 1,020 "
4,November,North,Wisconsin,Bailey,Denton,Casual,Mens,170,10, 9 ," 1,700 "
4,November,North,Wisconsin,Bailey,Denton,Business,Mens,160,8, 8 ," 1,280 "
4,November,North,Wisconsin,Bailey,Denton,Casual,Womens,190,8, 10 ," 1,520 "
4,November,North,Wisconsin,Bailey,Denton,Business,Womens,160,7, 7 ," 1,120 "
4,December,North,Wisconsin,Bailey,Ashley,Casual,Mens,140,8, 5 ," 1,120 "
4,December,North,Wisconsin,Bailey,Ashley,Business,Mens,60,10, 9 , 600 
4,December,North,Wisconsin,Bailey,Ashley,Casual,Womens,50,6, 9 , 300 
4,December,North,Wisconsin,Bailey,Ashley,Business,Womens,140,9, 9 ," 1,260 "
4,December,North,Wisconsin,Bailey,Blakely,Casual,Mens,190,8, 6 ," 1,520 "
4,December,North,Wisconsin,Bailey,Blakely,Business,Mens,130,10, 5 ," 1,300 "
4,December,North,Wisconsin,Bailey,Blakely,Casual,Womens,180,9, 10 ," 1,620 "
4,December,North,Wisconsin,Bailey,Blakely,Business,Womens,50,9, 5 , 450 
4,December,North,Wisconsin,Bailey,Chandler,Casual,Mens,120,9, 7 ," 1,080 "
4,December,North,Wisconsin,Bailey,Chandler,Business,Mens,50,6, 7 , 300 
4,December,North,Wisconsin,Bailey,Chandler,Casual,Womens,190,10, 8 ," 1,900 "
4,December,North,Wisconsin,Bailey,Chandler,Business,Womens,140,6, 10 , 840 
4,December,North,Wisconsin,Bailey,Denton,Casual,Mens,150,10, 10 ," 1,500 "
4,December,North,Wisconsin,Bailey,Denton,Business,Mens,120,10, 7 ," 1,200 "
4,December,North,Wisconsin,Bailey,Denton,Casual,Womens,70,9, 9 , 630 
4,December,North,Wisconsin,Bailey,Denton,Business,Womens,110,9, 9 , 990 
1,January,South,Texas,Collins,Adkins,Casual,Mens,140,8, 6 ," 1,120 "
1,January,South,Texas,Collins,Adkins,Business,Mens,180,9, 6 ," 1,620 "
1,January,South,Texas,Collins,Adkins,Casual,Womens,170,10, 8 ," 1,700 "
1,January,South,Texas,Collins,Adkins,Business,Womens,60,10, 8 , 600 
1,January,South,Texas,Collins,Baker,Casual,Mens,50,6, 6 , 300 
1,January,South,Texas,Collins,Baker,Business,Mens,190,6, 9 ," 1,140 "
1,January,South,Texas,Collins,Baker,Casual,Womens,140,9, 6 ," 1,260 "
1,January,South,Texas,Collins,Baker,Business,Womens,160,7, 10 ," 1,120 "
1,January,South,Texas,Collins,Campo,Casual,Mens,80,9, 9 , 720 
1,January,South,Texas,Collins,Campo,Business,Mens,50,6, 5 , 300 
1,January,South,Texas,Collins,Campo,Casual,Womens,160,10, 10 ," 1,600 "
1,January,South,Texas,Collins,Campo,Business,Womens,160,7, 6 ," 1,120 "
1,January,South,Texas,Collins,Drew,Casual,Mens,60,10, 5 , 600 
1,January,South,Texas,Collins,Drew,Business,Mens,90,9, 9 , 810 
1,January,South,Texas,Collins,Drew,Casual,Womens,70,5, 7 , 350 
1,January,South,Texas,Collins,Drew,Business,Womens,110,10, 8 ," 1,100 "
1,February,South,Texas,Collins,Adkins,Casual,Mens,160,9, 6 ," 1,440 "
1,February,South,Texas,Collins,Adkins,Business,Mens,130,9, 5 ," 1,170 "
1,February,South,Texas,Collins,Adkins,Casual,Womens,70,5, 6 , 350 
1,February,South,Texas,Collins,Adkins,Business,Womens,190,8, 5 ," 1,520 "
1,February,South,Texas,Collins,Baker,Casual,Mens,70,10, 10 , 700 
1,February,South,Texas,Collins,Baker,Business,Mens,180,7, 7 ," 1,260 "
1,February,South,Texas,Collins,Baker,Casual,Womens,130,9, 7 ," 1,170 "
1,February,South,Texas,Collins,Baker,Business,Womens,160,8, 7 ," 1,280 "
1,February,South,Texas,Collins,Campo,Casual,Mens,50,6, 5 , 300 
1,February,South,Texas,Collins,Campo,Business,Mens,160,6, 6 , 960 
1,February,South,Texas,Collins,Campo,Casual,Womens,140,6, 10 , 840 
1,February,South,Texas,Collins,Campo,Business,Womens,120,6, 9 , 720 
1,February,South,Texas,Collins,Drew,Casual,Mens,70,9, 10 , 630 
1,February,South,Texas,Collins,Drew,Business,Mens,80,9, 5 , 720 
1,February,South,Texas,Collins,Drew,Casual,Womens,50,5, 9 , 250 
1,February,South,Texas,Collins,Drew,Business,Womens,180,7, 9 ," 1,260 "
1,March,South,Texas,Collins,Adkins,Casual,Mens,160,8, 9 ," 1,280 "
1,March,South,Texas,Collins,Adkins,Business,Mens,50,8, 5 , 400 
1,March,South,Texas,Collins,Adkins,Casual,Womens,70,7, 5 , 490 
1,March,South,Texas,Collins,Adkins,Business,Womens,200,10, 5 ," 2,000 "
1,March,South,Texas,Collins,Baker,Casual,Mens,150,10, 10 ," 1,500 "
1,March,South,Texas,Collins,Baker,Business,Mens,170,8, 10 ," 1,360 "
1,March,South,Texas,Collins,Baker,Casual,Womens,130,5, 9 , 650 
1,March,South,Texas,Collins,Baker,Business,Womens,120,6, 8 , 720 
1,March,South,Texas,Collins,Campo,Casual,Mens,150,8, 10 ," 1,200 "
1,March,South,Texas,Collins,Campo,Business,Mens,190,9, 7 ," 1,710 "
1,March,South,Texas,Collins,Campo,Casual,Womens,180,5, 6 , 900 
1,March,South,Texas,Collins,Campo,Business,Womens,110,6, 7 , 660 
1,March,South,Texas,Collins,Drew,Casual,Mens,70,6, 8 , 420 
1,March,South,Texas,Collins,Drew,Business,Mens,170,9, 10 ," 1,530 "
1,March,South,Texas,Collins,Drew,Casual,Womens,110,8, 8 , 880 
1,March,South,Texas,Collins,Drew,Business,Womens,110,7, 7 , 770 
2,April,South,Texas,Collins,Adkins,Casual,Mens,200,8, 9 ," 1,600 "
2,April,South,Texas,Collins,Adkins,Business,Mens,150,10, 6 ," 1,500 "
2,April,South,Texas,Collins,Adkins,Casual,Womens,90,5, 10 , 450 
2,April,South,Texas,Collins,Adkins,Business,Womens,120,9, 7 ," 1,080 "
2,April,South,Texas,Collins,Baker,Casual,Mens,70,6, 6 , 420 
2,April,South,Texas,Collins,Baker,Business,Mens,110,10, 6 ," 1,100 "
2,April,South,Texas,Collins,Baker,Casual,Womens,60,8, 9 , 480 
2,April,South,Texas,Collins,Baker,Business,Womens,60,5, 9 , 300 
2,April,South,Texas,Collins,Campo,Casual,Mens,90,7, 8 , 630 
2,April,South,Texas,Collins,Campo,Business,Mens,150,10, 8 ," 1,500 "
2,April,South,Texas,Collins,Campo,Casual,Womens,130,10, 10 ," 1,300 "
2,April,South,Texas,Collins,Campo,Business,Womens,170,5, 8 , 850 
2,April,South,Texas,Collins,Drew,Casual,Mens,160,8, 6 ," 1,280 "
2,April,South,Texas,Collins,Drew,Business,Mens,60,9, 6 , 540 
2,April,South,Texas,Collins,Drew,Casual,Womens,90,7, 6 , 630 
2,April,South,Texas,Collins,Drew,Business,Womens,170,8, 7 ," 1,360 "
2,May,South,Texas,Collins,Adkins,Casual,Mens,80,5, 7 , 400 
2,May,South,Texas,Collins,Adkins,Business,Mens,80,6, 8 , 480 
2,May,South,Texas,Collins,Adkins,Casual,Womens,120,10, 8 ," 1,200 "
2,May,South,Texas,Collins,Adkins,Business,Womens,120,7, 10 , 840 
2,May,South,Texas,Collins,Baker,Casual,Mens,70,5, 8 , 350 
2,May,South,Texas,Collins,Baker,Business,Mens,120,6, 10 , 720 
2,May,South,Texas,Collins,Baker,Casual,Womens,110,8, 7 , 880 
2,May,South,Texas,Collins,Baker,Business,Womens,180,9, 6 ," 1,620 "
2,May,South,Texas,Collins,Campo,Casual,Mens,90,7, 5 , 630 
2,May,South,Texas,Collins,Campo,Business,Mens,100,5, 8 , 500 
2,May,South,Texas,Collins,Campo,Casual,Womens,190,8, 5 ," 1,520 "
2,May,South,Texas,Collins,Campo,Business,Womens,180,10, 8 ," 1,800 "
2,May,South,Texas,Collins,Drew,Casual,Mens,80,8, 8 , 640 
2,May,South,Texas,Collins,Drew,Business,Mens,190,10, 10 ," 1,900 "
2,May,South,Texas,Collins,Drew,Casual,Womens,170,8, 10 ," 1,360 "
2,May,South,Texas,Collins,Drew,Business,Womens,150,8, 9 ," 1,200 "
2,June,South,Texas,Collins,Adkins,Casual,Mens,100,8, 10 , 800 
2,June,South,Texas,Collins,Adkins,Business,Mens,180,6, 6 ," 1,080 "
2,June,South,Texas,Collins,Adkins,Casual,Womens,180,7, 9 ," 1,260 "
2,June,South,Texas,Collins,Adkins,Business,Womens,180,5, 5 , 900 
2,June,South,Texas,Collins,Baker,Casual,Mens,60,6, 10 , 360 
2,June,South,Texas,Collins,Baker,Business,Mens,100,9, 5 , 900 
2,June,South,Texas,Collins,Baker,Casual,Womens,50,8, 5 , 400 
2,June,South,Texas,Collins,Baker,Business,Womens,90,5, 7 , 450 
2,June,South,Texas,Collins,Campo,Casual,Mens,60,5, 10 , 300 
2,June,South,Texas,Collins,Campo,Business,Mens,80,6, 6 , 480 
2,June,South,Texas,Collins,Campo,Casual,Womens,60,6, 6 , 360 
2,June,South,Texas,Collins,Campo,Business,Womens,60,8, 5 , 480 
2,June,South,Texas,Collins,Drew,Casual,Mens,150,7, 10 ," 1,050 "
2,June,South,Texas,Collins,Drew,Business,Mens,50,8, 7 , 400 
2,June,South,Texas,Collins,Drew,Casual,Womens,170,10, 7 ," 1,700 "
2,June,South,Texas,Collins,Drew,Business,Womens,90,10, 7 , 900 
3,July,South,Texas,Collins,Adkins,Casual,Mens,140,5, 9 , 700 
3,July,South,Texas,Collins,Adkins,Business,Mens,130,9, 8 ," 1,170 "
3,July,South,Texas,Collins,Adkins,Casual,Womens,160,7, 10 ," 1,120 "
3,July,South,Texas,Collins,Adkins,Business,Womens,200,8, 6 ," 1,600 "
3,July,South,Texas,Collins,Baker,Casual,Mens,150,8, 9 ," 1,200 "
3,July,South,Texas,Collins,Baker,Business,Mens,130,8, 6 ," 1,040 "
3,July,South,Texas,Collins,Baker,Casual,Womens,100,8, 5 , 800 
3,July,South,Texas,Collins,Baker,Business,Womens,70,7, 10 , 490 
3,July,South,Texas,Collins,Campo,Casual,Mens,100,7, 5 , 700 
3,July,South,Texas,Collins,Campo,Business,Mens,160,7, 5 ," 1,120 "
3,July,South,Texas,Collins,Campo,Casual,Womens,130,9, 9 ," 1,170 "
3,July,South,Texas,Collins,Campo,Business,Womens,150,5, 6 , 750 
3,July,South,Texas,Collins,Drew,Casual,Mens,170,8, 9 ," 1,360 "
3,July,South,Texas,Collins,Drew,Business,Mens,60,6, 6 , 360 
3,July,South,Texas,Collins,Drew,Casual,Womens,70,5, 6 , 350 
3,July,South,Texas,Collins,Drew,Business,Womens,80,5, 8 , 400 
3,August,South,Texas,Collins,Adkins,Casual,Mens,110,9, 10 , 990 
3,August,South,Texas,Collins,Adkins,Business,Mens,100,8, 10 , 800 
3,August,South,Texas,Collins,Adkins,Casual,Womens,70,6, 10 , 420 
3,August,South,Texas,Collins,Adkins,Business,Womens,90,8, 7 , 720 
3,August,South,Texas,Collins,Baker,Casual,Mens,190,10, 8 ," 1,900 "
3,August,South,Texas,Collins,Baker,Business,Mens,50,10, 8 , 500 
3,August,South,Texas,Collins,Baker,Casual,Womens,70,7, 9 , 490 
3,August,South,Texas,Collins,Baker,Business,Womens,60,9, 9 , 540 
3,August,South,Texas,Collins,Campo,Casual,Mens,50,7, 9 , 350 
3,August,South,Texas,Collins,Campo,Business,Mens,190,6, 5 ," 1,140 "
3,August,South,Texas,Collins,Campo,Casual,Womens,150,10, 9 ," 1,500 "
3,August,South,Texas,Collins,Campo,Business,Womens,180,10, 9 ," 1,800 "
3,August,South,Texas,Collins,Drew,Casual,Mens,120,5, 6 , 600 
3,August,South,Texas,Collins,Drew,Business,Mens,100,5, 7 , 500 
3,August,South,Texas,Collins,Drew,Casual,Womens,100,9, 6 , 900 
3,August,South,Texas,Collins,Drew,Business,Womens,200,8, 8 ," 1,600 "
3,September,South,Texas,Collins,Adkins,Casual,Mens,170,6, 5 ," 1,020 "
3,September,South,Texas,Collins,Adkins,Business,Mens,190,6, 7 ," 1,140 "
3,September,South,Texas,Collins,Adkins,Casual,Womens,60,6, 5 , 360 
3,September,South,Texas,Collins,Adkins,Business,Womens,170,7, 7 ," 1,190 "
3,September,South,Texas,Collins,Baker,Casual,Mens,190,8, 5 ," 1,520 "
3,September,South,Texas,Collins,Baker,Business,Mens,60,5, 9 , 300 
3,September,South,Texas,Collins,Baker,Casual,Womens,150,9, 6 ," 1,350 "
3,September,South,Texas,Collins,Baker,Business,Womens,50,10, 10 , 500 
3,September,South,Texas,Collins,Campo,Casual,Mens,170,5, 6 , 850 
3,September,South,Texas,Collins,Campo,Business,Mens,130,7, 5 , 910 
3,September,South,Texas,Collins,Campo,Casual,Womens,190,10, 9 ," 1,900 "
3,September,South,Texas,Collins,Campo,Business,Womens,110,5, 10 , 550 
3,September,South,Texas,Collins,Drew,Casual,Mens,130,5, 5 , 650 
3,September,South,Texas,Collins,Drew,Business,Mens,80,10, 9 , 800 
3,September,South,Texas,Collins,Drew,Casual,Womens,140,8, 8 ," 1,120 "
3,September,South,Texas,Collins,Drew,Business,Womens,170,6, 9 ," 1,020 "
4,October,South,Texas,Collins,Adkins,Casual,Mens,180,5, 8 , 900 
4,October,South,Texas,Collins,Adkins,Business,Mens,190,5, 5 , 950 
4,October,South,Texas,Collins,Adkins,Casual,Womens,60,10, 9 , 600 
4,October,South,Texas,Collins,Adkins,Business,Womens,60,10, 9 , 600 
4,October,South,Texas,Collins,Baker,Casual,Mens,100,9, 10 , 900 
4,October,South,Texas,Collins,Baker,Business,Mens,60,6, 6 , 360 
4,October,South,Texas,Collins,Baker,Casual,Womens,120,7, 8 , 840 
4,October,South,Texas,Collins,Baker,Business,Womens,190,7, 7 ," 1,330 "
4,October,South,Texas,Collins,Campo,Casual,Mens,80,10, 8 , 800 
4,October,South,Texas,Collins,Campo,Business,Mens,190,10, 10 ," 1,900 "
4,October,South,Texas,Collins,Campo,Casual,Womens,120,10, 8 ," 1,200 "
4,October,South,Texas,Collins,Campo,Business,Womens,180,5, 5 , 900 
4,October,South,Texas,Collins,Drew,Casual,Mens,160,9, 6 ," 1,440 "
4,October,South,Texas,Collins,Drew,Business,Mens,130,10, 8 ," 1,300 "
4,October,South,Texas,Collins,Drew,Casual,Womens,80,10, 9 , 800 
4,October,South,Texas,Collins,Drew,Business,Womens,70,5, 7 , 350 
4,November,South,Texas,Collins,Adkins,Casual,Mens,60,6, 8 , 360 
4,November,South,Texas,Collins,Adkins,Business,Mens,170,8, 6 ," 1,360 "
4,November,South,Texas,Collins,Adkins,Casual,Womens,140,10, 5 ," 1,400 "
4,November,South,Texas,Collins,Adkins,Business,Womens,150,7, 6 ," 1,050 "
4,November,South,Texas,Collins,Baker,Casual,Mens,120,7, 7 , 840 
4,November,South,Texas,Collins,Baker,Business,Mens,80,10, 5 , 800 
4,November,South,Texas,Collins,Baker,Casual,Womens,50,9, 9 , 450 
4,November,South,Texas,Collins,Baker,Business,Womens,180,7, 5 ," 1,260 "
4,November,South,Texas,Collins,Campo,Casual,Mens,150,5, 10 , 750 
4,November,South,Texas,Collins,Campo,Business,Mens,150,6, 10 , 900 
4,November,South,Texas,Collins,Campo,Casual,Womens,130,5, 6 , 650 
4,November,South,Texas,Collins,Campo,Business,Womens,90,8, 5 , 720 
4,November,South,Texas,Collins,Drew,Casual,Mens,50,7, 7 , 350 
4,November,South,Texas,Collins,Drew,Business,Mens,90,6, 8 , 540 
4,November,South,Texas,Collins,Drew,Casual,Womens,140,5, 8 , 700 
4,November,South,Texas,Collins,Drew,Business,Womens,130,8, 6 ," 1,040 "
4,December,South,Texas,Collins,Adkins,Casual,Mens,50,6, 7 , 300 
4,December,South,Texas,Collins,Adkins,Business,Mens,190,6, 9 ," 1,140 "
4,December,South,Texas,Collins,Adkins,Casual,Womens,80,7, 10 , 560 
4,December,South,Texas,Collins,Adkins,Business,Womens,100,8, 7 , 800 
4,December,South,Texas,Collins,Baker,Casual,Mens,140,7, 8 , 980 
4,December,South,Texas,Collins,Baker,Business,Mens,150,10, 10 ," 1,500 "
4,December,South,Texas,Collins,Baker,Casual,Womens,110,5, 10 , 550 
4,December,South,Texas,Collins,Baker,Business,Womens,180,10, 5 ," 1,800 "
4,December,South,Texas,Collins,Campo,Casual,Mens,110,6, 7 , 660 
4,December,South,Texas,Collins,Campo,Business,Mens,190,7, 7 ," 1,330 "
4,December,South,Texas,Collins,Campo,Casual,Womens,100,8, 10 , 800 
4,December,South,Texas,Collins,Campo,Business,Womens,80,7, 10 , 560 
4,December,South,Texas,Collins,Drew,Casual,Mens,100,9, 9 , 900 
4,December,South,Texas,Collins,Drew,Business,Mens,90,6, 10 , 540 
4,December,South,Texas,Collins,Drew,Casual,Womens,100,10, 8 ," 1,000 "
4,December,South,Texas,Collins,Drew,Business,Womens,170,5, 8 , 850 
1,January,South,Louisiana,Donaldson,Ayers,Casual,Mens,170,8, 5 ," 1,360 "
1,January,South,Louisiana,Donaldson,Ayers,Business,Mens,110,5, 7 , 550 
1,January,South,Louisiana,Donaldson,Ayers,Casual,Womens,90,5, 10 , 450 
1,January,South,Louisiana,Donaldson,Ayers,Business,Womens,160,8, 8 ," 1,280 "
1,January,South,Louisiana,Donaldson,Battelle,Casual,Mens,50,10, 6 , 500 
1,January,South,Louisiana,Donaldson,Battelle,Business,Mens,90,10, 6 , 900 
1,January,South,Louisiana,Donaldson,Battelle,Casual,Womens,160,10, 6 ," 1,600 "
1,January,South,Louisiana,Donaldson,Battelle,Business,Womens,170,8, 8 ," 1,360 "
1,January,South,Louisiana,Donaldson,Carver,Casual,Mens,120,7, 7 , 840 
1,January,South,Louisiana,Donaldson,Carver,Business,Mens,80,7, 7 , 560 
1,January,South,Louisiana,Donaldson,Carver,Casual,Womens,170,7, 7 ," 1,190 "
1,January,South,Louisiana,Donaldson,Carver,Business,Womens,150,6, 10 , 900 
1,January,South,Louisiana,Donaldson,Darkle,Casual,Mens,90,8, 10 , 720 
1,January,South,Louisiana,Donaldson,Darkle,Business,Mens,190,7, 6 ," 1,330 "
1,January,South,Louisiana,Donaldson,Darkle,Casual,Womens,130,9, 8 ," 1,170 "
1,January,South,Louisiana,Donaldson,Darkle,Business,Womens,170,6, 6 ," 1,020 "
1,February,South,Louisiana,Donaldson,Ayers,Casual,Mens,130,6, 8 , 780 
1,February,South,Louisiana,Donaldson,Ayers,Business,Mens,60,8, 5 , 480 
1,February,South,Louisiana,Donaldson,Ayers,Casual,Womens,170,7, 6 ," 1,190 "
1,February,South,Louisiana,Donaldson,Ayers,Business,Womens,180,10, 6 ," 1,800 "
1,February,South,Louisiana,Donaldson,Battelle,Casual,Mens,100,7, 7 , 700 
1,February,South,Louisiana,Donaldson,Battelle,Business,Mens,90,6, 6 , 540 
1,February,South,Louisiana,Donaldson,Battelle,Casual,Womens,180,5, 10 , 900 
1,February,South,Louisiana,Donaldson,Battelle,Business,Womens,130,8, 6 ," 1,040 "
1,February,South,Louisiana,Donaldson,Carver,Casual,Mens,170,6, 8 ," 1,020 "
1,February,South,Louisiana,Donaldson,Carver,Business,Mens,140,9, 6 ," 1,260 "
1,February,South,Louisiana,Donaldson,Carver,Casual,Womens,170,8, 9 ," 1,360 "
1,February,South,Louisiana,Donaldson,Carver,Business,Womens,90,6, 8 , 540 
1,February,South,Louisiana,Donaldson,Darkle,Casual,Mens,60,8, 6 , 480 
1,February,South,Louisiana,Donaldson,Darkle,Business,Mens,180,6, 9 ," 1,080 "
1,February,South,Louisiana,Donaldson,Darkle,Casual,Womens,110,8, 9 , 880 
1,February,South,Louisiana,Donaldson,Darkle,Business,Womens,140,9, 6 ," 1,260 "
1,March,South,Louisiana,Donaldson,Ayers,Casual,Mens,150,10, 8 ," 1,500 "
1,March,South,Louisiana,Donaldson,Ayers,Business,Mens,80,9, 10 , 720 
1,March,South,Louisiana,Donaldson,Ayers,Casual,Womens,80,9, 7 , 720 
1,March,South,Louisiana,Donaldson,Ayers,Business,Womens,150,10, 8 ," 1,500 "
1,March,South,Louisiana,Donaldson,Battelle,Casual,Mens,80,10, 6 , 800 
1,March,South,Louisiana,Donaldson,Battelle,Business,Mens,150,5, 9 , 750 
1,March,South,Louisiana,Donaldson,Battelle,Casual,Womens,50,10, 10 , 500 
1,March,South,Louisiana,Donaldson,Battelle,Business,Womens,180,5, 10 , 900 
1,March,South,Louisiana,Donaldson,Carver,Casual,Mens,90,5, 7 , 450 
1,March,South,Louisiana,Donaldson,Carver,Business,Mens,80,6, 8 , 480 
1,March,South,Louisiana,Donaldson,Carver,Casual,Womens,170,7, 8 ," 1,190 "
1,March,South,Louisiana,Donaldson,Carver,Business,Womens,110,7, 9 , 770 
1,March,South,Louisiana,Donaldson,Darkle,Casual,Mens,110,10, 6 ," 1,100 "
1,March,South,Louisiana,Donaldson,Darkle,Business,Mens,190,7, 6 ," 1,330 "
1,March,South,Louisiana,Donaldson,Darkle,Casual,Womens,170,9, 6 ," 1,530 "
1,March,South,Louisiana,Donaldson,Darkle,Business,Womens,170,9, 10 ," 1,530 "
2,April,South,Louisiana,Donaldson,Ayers,Casual,Mens,100,7, 5 , 700 
2,April,South,Louisiana,Donaldson,Ayers,Business,Mens,180,9, 8 ," 1,620 "
2,April,South,Louisiana,Donaldson,Ayers,Casual,Womens,60,6, 6 , 360 
2,April,South,Louisiana,Donaldson,Ayers,Business,Womens,110,10, 6 ," 1,100 "
2,April,South,Louisiana,Donaldson,Battelle,Casual,Mens,140,10, 7 ," 1,400 "
2,April,South,Louisiana,Donaldson,Battelle,Business,Mens,120,9, 9 ," 1,080 "
2,April,South,Louisiana,Donaldson,Battelle,Casual,Womens,60,10, 9 , 600 
2,April,South,Louisiana,Donaldson,Battelle,Business,Womens,170,6, 9 ," 1,020 "
2,April,South,Louisiana,Donaldson,Carver,Casual,Mens,60,9, 5 , 540 
2,April,South,Louisiana,Donaldson,Carver,Business,Mens,60,7, 6 , 420 
2,April,South,Louisiana,Donaldson,Carver,Casual,Womens,90,7, 5 , 630 
2,April,South,Louisiana,Donaldson,Carver,Business,Womens,60,6, 6 , 360 
2,April,South,Louisiana,Donaldson,Darkle,Casual,Mens,160,10, 6 ," 1,600 "
2,April,South,Louisiana,Donaldson,Darkle,Business,Mens,180,8, 9 ," 1,440 "
2,April,South,Louisiana,Donaldson,Darkle,Casual,Womens,120,7, 6 , 840 
2,April,South,Louisiana,Donaldson,Darkle,Business,Womens,80,8, 7 , 640 
2,May,South,Louisiana,Donaldson,Ayers,Casual,Mens,170,6, 7 ," 1,020 "
2,May,South,Louisiana,Donaldson,Ayers,Business,Mens,70,6, 8 , 420 
2,May,South,Louisiana,Donaldson,Ayers,Casual,Womens,50,7, 10 , 350 
2,May,South,Louisiana,Donaldson,Ayers,Business,Womens,60,5, 7 , 300 
2,May,South,Louisiana,Donaldson,Battelle,Casual,Mens,120,8, 7 , 960 
2,May,South,Louisiana,Donaldson,Battelle,Business,Mens,70,6, 6 , 420 
2,May,South,Louisiana,Donaldson,Battelle,Casual,Womens,140,7, 10 , 980 
2,May,South,Louisiana,Donaldson,Battelle,Business,Womens,100,6, 7 , 600 
2,May,South,Louisiana,Donaldson,Carver,Casual,Mens,160,7, 5 ," 1,120 "
2,May,South,Louisiana,Donaldson,Carver,Business,Mens,190,7, 5 ," 1,330 "
2,May,South,Louisiana,Donaldson,Carver,Casual,Womens,140,10, 5 ," 1,400 "
2,May,South,Louisiana,Donaldson,Carver,Business,Womens,120,8, 9 , 960 
2,May,South,Louisiana,Donaldson,Darkle,Casual,Mens,110,10, 6 ," 1,100 "
2,May,South,Louisiana,Donaldson,Darkle,Business,Mens,70,9, 8 , 630 
2,May,South,Louisiana,Donaldson,Darkle,Casual,Womens,200,8, 9 ," 1,600 "
2,May,South,Louisiana,Donaldson,Darkle,Business,Womens,120,5, 7 , 600 
2,June,South,Louisiana,Donaldson,Ayers,Casual,Mens,80,6, 6 , 480 
2,June,South,Louisiana,Donaldson,Ayers,Business,Mens,170,10, 10 ," 1,700 "
2,June,South,Louisiana,Donaldson,Ayers,Casual,Womens,70,10, 5 , 700 
2,June,South,Louisiana,Donaldson,Ayers,Business,Womens,60,5, 6 , 300 
2,June,South,Louisiana,Donaldson,Battelle,Casual,Mens,170,7, 7 ," 1,190 "
2,June,South,Louisiana,Donaldson,Battelle,Business,Mens,100,6, 5 , 600 
